status,asset_id,original_filename,display_name,url,mime,source_bytes,downloaded_bytes,local_file,sha256,dimensions,dimensions_status,dimensions_reason,responsive_variants,uses,asset_alt,svg,same_content_asset_ids,usage_status,usage_scope,original_metadata
extracted,6a9a894328a2d6f886ffabaf,6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp,I-nostri-specialisti-mobile-2.webp,https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp,image/webp,58652,58652,assets/masters/6a9a894328a2d6f886ffabaf/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp,7259fdeb45e88a5d2d5515925d68f19749566faf2c3bd7323fa6e22e13ebf133,"{""width"": 1822, ""height"": 1367, ""format"": ""WEBP""}",derived,,"[{""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-500.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-500.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-500.webp"", ""format"": ""webp"", ""width"": 500, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-800.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-800.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-800.webp"", ""format"": ""webp"", ""width"": 800, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1080.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-1080.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1080.webp"", ""format"": ""webp"", ""width"": 1080, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1600.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-1600.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1600.webp"", ""format"": ""webp"", ""width"": 1600, ""height"": null, ""quality"": 100, ""error"": null}]","[{""kind"": ""img"", ""pageId"": ""6a8d7da585ba860c0b521829"", ""path"": ""/chi-siamo"", ""locale"": ""it"", ""node"": ""dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>img:nth-of-type(1)"", ""url"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp"", ""attributes"": {""sizes"": ""100vw"", ""srcset"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-500.webp 500w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-800.webp 800w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1080.webp 1080w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1600.webp 1600w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp 1822w"", ""alt"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""src"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp"", ""loading"": ""lazy"", ""class"": [""teaser-img""]}, ""altOriginal"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""titleOriginal"": null}, {""kind"": ""img"", ""pageId"": ""695e1eeeb10c5fb8eeaba87c"", ""path"": ""/"", ""locale"": ""it"", ""node"": ""dom:body:nth-of-type(1)>section:nth-of-type(5)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(1)>img:nth-of-type(1)"", ""url"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp"", ""attributes"": {""sizes"": ""(max-width: 767px) 100vw, (max-width: 991px) 728px, 940px"", ""srcset"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-500.webp 500w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-800.webp 800w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1080.webp 1080w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1600.webp 1600w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp 1822w"", ""alt"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""src"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp"", ""loading"": ""lazy"", ""class"": [""teaser-img""]}, ""altOriginal"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""titleOriginal"": null}]",Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka,,"[""6a9a894328a2d6f886ffabaf""]",derived,Captured published img/srcset/video/CSS ID and URL matches only; native unused components and dynamic JS may use other assets.,"{""id"": ""6a9a894328a2d6f886ffabaf"", ""originalFileName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp"", ""displayName"": ""I-nostri-specialisti-mobile-2.webp"", ""contentType"": ""image/webp"", ""size"": 58652, ""siteId"": ""695e1eeeb10c5fb8eeaba87d"", ""createdOn"": ""2026-09-04T09:02:59.074Z"", ""lastUpdated"": ""2026-09-04T09:03:02.498Z"", ""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2.webp"", ""variants"": [{""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-500.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-500.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-500.webp"", ""format"": ""webp"", ""width"": 500, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-800.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-800.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-800.webp"", ""format"": ""webp"", ""width"": 800, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1080.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-1080.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1080.webp"", ""format"": ""webp"", ""width"": 1080, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1600.webp"", ""originalFileName"": ""I-nostri-specialisti-mobile-2-p-1600.webp"", ""displayName"": ""6a9a894328a2d6f886ffabaf_I-nostri-specialisti-mobile-2-p-1600.webp"", ""format"": ""webp"", ""width"": 1600, ""height"": null, ""quality"": 100, ""error"": null}], ""altText"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""folderId"": null}"
extracted,6a9a892a55232c9f5a3c13a3,6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp,I-nostri-specialist-2i.webp,https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp,image/webp,72164,72164,assets/masters/6a9a892a55232c9f5a3c13a3/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp,4f3897f5d495c68a792982641c984f689184aca1c99bec1d9021200939b744eb,"{""width"": 2600, ""height"": 1463, ""format"": ""WEBP""}",derived,,"[{""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-500.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp"", ""format"": ""webp"", ""width"": 500, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-800.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp"", ""format"": ""webp"", ""width"": 800, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-1080.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp"", ""format"": ""webp"", ""width"": 1080, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-1600.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp"", ""format"": ""webp"", ""width"": 1600, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-2000.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp"", ""format"": ""webp"", ""width"": 2000, ""height"": null, ""quality"": 100, ""error"": null}]","[{""kind"": ""img"", ""pageId"": ""6a8d7da585ba860c0b521829"", ""path"": ""/chi-siamo"", ""locale"": ""it"", ""node"": ""dom:body:nth-of-type(1)>section:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>img:nth-of-type(1)"", ""url"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""attributes"": {""sizes"": ""(max-width: 767px) 100vw, (max-width: 991px) 728px, 940px"", ""srcset"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp 500w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp 800w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp 1080w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp 1600w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp 2000w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp 2600w"", ""alt"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""src"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""loading"": ""lazy"", ""class"": [""teaser-img"", ""_1""]}, ""altOriginal"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""titleOriginal"": null}, {""kind"": ""img"", ""pageId"": ""695e1eeeb10c5fb8eeaba888"", ""path"": ""/su-di-noi/i-nostri-specialisti"", ""locale"": ""it"", ""node"": ""dom:body:nth-of-type(1)>div:nth-of-type(3)>div:nth-of-type(1)>img:nth-of-type(1)"", ""url"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""attributes"": {""sizes"": ""(max-width: 2600px) 100vw, 2600px"", ""srcset"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp 500w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp 800w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp 1080w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp 1600w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp 2000w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp 2600w"", ""alt"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""src"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""loading"": ""lazy"", ""class"": [""image-10"", ""nostri""]}, ""altOriginal"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""titleOriginal"": null}, {""kind"": ""img"", ""pageId"": ""695e1eeeb10c5fb8eeaba87c"", ""path"": ""/"", ""locale"": ""it"", ""node"": ""dom:body:nth-of-type(1)>section:nth-of-type(5)>div:nth-of-type(2)>div:nth-of-type(1)>div:nth-of-type(1)>div:nth-of-type(2)>div:nth-of-type(1)>img:nth-of-type(1)"", ""url"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""attributes"": {""sizes"": ""(max-width: 767px) 100vw, (max-width: 991px) 728px, 940px"", ""srcset"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp 500w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp 800w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp 1080w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp 1600w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp 2000w, https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp 2600w"", ""alt"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""src"": ""https://cdn.prod.website-files.com/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""loading"": ""lazy"", ""class"": [""teaser-img"", ""_1""]}, ""altOriginal"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""titleOriginal"": null}]",Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka,,"[""6a9a892a55232c9f5a3c13a3""]",derived,Captured published img/srcset/video/CSS ID and URL matches only; native unused components and dynamic JS may use other assets.,"{""id"": ""6a9a892a55232c9f5a3c13a3"", ""originalFileName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""displayName"": ""I-nostri-specialist-2i.webp"", ""contentType"": ""image/webp"", ""size"": 72164, ""siteId"": ""695e1eeeb10c5fb8eeaba87d"", ""createdOn"": ""2026-09-04T09:02:34.809Z"", ""lastUpdated"": ""2026-09-04T09:02:38.223Z"", ""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i.webp"", ""variants"": [{""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-500.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-500.webp"", ""format"": ""webp"", ""width"": 500, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-800.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-800.webp"", ""format"": ""webp"", ""width"": 800, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-1080.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1080.webp"", ""format"": ""webp"", ""width"": 1080, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-1600.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-1600.webp"", ""format"": ""webp"", ""width"": 1600, ""height"": null, ""quality"": 100, ""error"": null}, {""hostedUrl"": ""https://s3.amazonaws.com/webflow-prod-assets/695e1eeeb10c5fb8eeaba87d/6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp"", ""originalFileName"": ""I-nostri-specialist-2i-p-2000.webp"", ""displayName"": ""6a9a892a55232c9f5a3c13a3_I-nostri-specialist-2i-p-2000.webp"", ""format"": ""webp"", ""width"": 2000, ""height"": null, ""quality"": 100, ""error"": null}], ""altText"": ""Due dentisti DentVitalis esaminano una protesi dentale nella clinica di Rijeka"", ""folderId"": null}"
